Contingency,DeviceName,DeviceType,Action
DMCNSPR8,9076 MCNEILW 9079 MCNEILN 1,LINE,OUT
DMCNSPR8,9193 DESSAU 9271 SPRINKLE 1,LINE,OUT
DMCNSPR8,9076 MCNEILW 9077 MCNEILS 1,LINE,OUT
DMCSCDC8,3032 LVBRD2T_ 3035 LVBRD2_8 1,LINE,OUT
DMCSCDC8,3016 HMPTN1_8 3018 POLK1T_8 1,LINE,OUT
DMCSCDC8,3018 POLK1T_8 3020 POLK1_8 1,LINE,OUT
DMCSCDC8,3017 HMPTN2_8 3032 LVBRD2T_ 1,LINE,OUT
DMCSCDC8,3019 POLK2T_8 3021 POLK2_8 1,LINE,OUT
DMCSCDC8,3014 CKRELL1_ 3016 HMPTN1_8 1,LINE,OUT
DMCSCDC8,3021 POLK2_8 3022 DAVST2_8 1,LINE,OUT
DMCSCDC8,2494 CCRST_E8 3023 SOKCF1_8 1,LINE,OUT
DMCSCDC8,3017 HMPTN2_8 3019 POLK2T_8 1,LINE,OUT
DMCSCDC8,2493 CCRST_W8 3024 SOKCF2_8 1,LINE,OUT
DMCSCDC8,3018 POLK1T_8 3023 SOKCF1_8 1,LINE,OUT
DMCSCDC8,3019 POLK2T_8 3024 SOKCF2_8 1,LINE,OUT
DMCSCDC8,3015 CKRELL2_ 3032 LVBRD2T_ 1,LINE,OUT
DMCSCDC8,2412 MTCK_E8 3014 CKRELL1_ 1,LINE,OUT
DMCSCDC8,2411 MTCK_W8 3015 CKRELL2_ 1,LINE,OUT
DMCSCDH8,2411 MTCK_W8 3042 WMRLD1_8 1,LINE,OUT
DMCSCDH8,2411 MTCK_W8 2421 CHILSW_S 1,LINE,OUT
DMCSCDH8,2412 MTCK_E8 2422 CHILSW_N 1,LINE,OUT
DMEDPEA8,5305 MEDINABS 5350 QUINTANA 1,LINE,OUT
DMEDPEA8,5305 MEDINABS 5335 PEARSAL 1,LINE,OUT
DMENCIC8,7151 L_CICO__ 7665 L_MENGCR 1,LINE,OUT
DMENCIC8,5358 RANCHTWN 7665 L_MENGCR 1,LINE,OUT
DMERSOM8,5030 BRAUNIG_ 5045 BROOKS 1,LINE,OUT
DMERSOM8,5310 MERIDA 5395 SOMMERS 1,LINE,OUT
DMETCAR8,9120 BURL_DB1 9175 CARSON 1,LINE,OUT
DMETCAR8,9164 METCENTR 9200 GROVE 1,LINE,OUT
DMGSBTR5,1030 MRGNCRK_ 71050 L_BITTC 1,LINE,OUT
DMGSBTR5,1030 MRGNCRK_ 1414 CHAMPNCR 1,LINE,OUT
DMGSLNG5,1030 MRGNCRK_ 19000 LONGSHR 1,LINE,OUT
DMGSLNG5,1030 MRGNCRK_ 1058 LONGSHOR 1,LINE,OUT
DMGSLNG5,11016 QUAILSW 19000 LONGSHR 1,LINE,OUT
DWEB_SO8,42652 FRIEND0 43500 WEBSTR_ 04,LINE,OUT
DWEB_SO8,42651 FRIEND0 43505 WEBSTR_ 05,LINE,OUT
DWEB_SO8,42651 FRIEND0 43260 SOWYCK_ 05,LINE,OUT
DWEB_SO8,42652 FRIEND0 42960 MUSTNG_ 04,LINE,OUT
DWESMED8,5345 PINN_RD 5490 WSTSIDE 1,LINE,OUT
DWESMED8,5305 MEDINABS 5427 36TH_ST 1,LINE,OUT
DWESPIN8,5419 SWRI 5490 WSTSIDE 1,LINE,OUT
DWESPIN8,5345 PINN_RD 5490 WSTSIDE 1,LINE,OUT
DWHICOT5,59904 COTTONW 79505 WHIT_RV 1,LINE,OUT
DWHICOT5,59904 COTTONW 79505 WHIT_RV 2,LINE,OUT
DWH_STP5,5915 SO_TEX__ 8956 WHITEPT7 1,LINE,OUT
DWH_STP5,8455 LONHILL7 8956 WHITEPT7 1,LINE,OUT
DWIRGRA8,7348 L_MARBFA 7474 L_GRANMO 1,LINE,OUT
DWIRGRA8,7104 L_WIRTZ_ 7351 L_STARCK 1,LINE,OUT
DWIRSTA8,7104 L_WIRTZ_ 7351 L_STARCK 1,LINE,OUT
DWIRSTA8,7100 L_BURNET 7104 L_WIRTZ_ 1,LINE,OUT
DWISALV8,1561 ALVORD1_ 1562 CHCOWEST 1,LINE,OUT
DWISALV8,570 WISECNTY 579 JCKCNTY8 1,LINE,OUT
DWISALV8,570 WISECNTY 1564 CHCOGHLL 1,LINE,OUT
DWISALV8,590 PERCHHILL 1564 CHCOGHLL 1,LINE,OUT
DWISALV8,1562 CHCOWEST 1564 CHCOGHLL 1,LINE,OUT
DWISALV8,1562 CHCOWEST 1563 CHCOWEST 1,LINE,OUT
DWI_CE_8,44140 CLODIN_ 44145 CLODIN_ NC,LINE,OUT
DWI_CE_8,44141 CLODIN_ 44145 CLODIN_ NC,LINE,OUT
DWI_CE_8,44052 BARKER7 44780 WESTIM_ 73,LINE,OUT
DWI_CE_8,44140 CLODIN_ 44141 CLODIN_ NC,LINE,OUT
DWI_CE_8,44052 BARKER7 44140 CLODIN_ 73,LINE,OUT
DWI_CE_8,44051 BARKER_ 44141 CLODIN_ 78,LINE,OUT
DWLDSCO5,59900 LONG_DR 59905 FARADAY 1,LINE,OUT
DWLDSCO5,11318 SCURCNT 59900 LONG_DR 2,LINE,OUT
DWLV89N8,2808 8009001_ 2858 DRAGON1_ 1,LINE,OUT
DWLV89N8,2399 WLEVEE_E 12481 RVRFRNT 1,LINE,OUT
DWLV89N8,2857 DRAGON2_ 12481 RVRFRNT 1,LINE,OUT
DWLV89N8,2809 8009002_ 2857 DRAGON2_ 1,LINE,OUT
DWLV89N8,2858 DRAGON1_ 12482 RVRFRNT 1,LINE,OUT
DWLV89N8,2400 WLEVEE_W 12482 RVRFRNT 1,LINE,OUT
DWLVWTR5,2428 WATMLL_E 2997 WATMLL_2 1,LINE,OUT
DWLVWTR5,2427 WATMLL_W 2997 WATMLL_2 1,LINE,OUT
DWLVWTR5,2398 WLEVEE1_ 2997 WATMLL_2 1,LINE,OUT
DWLVWTR5,2398 WLEVEE1_ 2946 SARGT1_5 1,LINE,OUT
DWLYELM8,833 WYLIESW 855 ELMGROVE 1,LINE,OUT
DWLYELM8,833 WYLIESW 904230 FIREWH 1,LINE,OUT
DWO5_EU8,46600 WHITOK_ 47300 JENETA_ 72,LINE,OUT
DWO5_EU8,45750 EUREKA_ 47382 SANFLP_ 09,LINE,OUT
DWORNLA8,8295 WORMSER4 8650 GTWYWTP4 1,LINE,OUT
DWORNLA8,8648 GATEWYE4 8649 GTWYETP4 1,LINE,OUT
DWORNLA8,8649 GTWYETP4 8653 ST_NINO4 1,LINE,OUT
DWORNLA8,8647 UNVRSTY4 8649 GTWYETP4 1,LINE,OUT
DWORNLA8,8650 GTWYWTP4 8909 NLARSW4A 1,LINE,OUT
DWORNLA8,8650 GTWYWTP4 8651 GATEWYW4 1,LINE,OUT
DWORNLA8,8295 WORMSER4 8653 ST_NINO4 1,LINE,OUT
DWO_EU28,45750 EUREKA_ 46615 WHITOK_ 09,LINE,OUT
DWO_EU28,44792 WIRT__8 46615 WHITOK_ 81,LINE,OUT
DWO_EU28,44792 WIRT__8 44795 WIRT___ 81,LINE,OUT
DWO_HE89,46620 WHITOK_ 47680 HIGHTS_ 34,LINE,OUT
DWO_HE89,46611 WHITOK7 46615 WHITOK_ 73,LINE,OUT
DWO_HE89,44790 WIRT___ 46611 WHITOK7 73,LINE,OUT
DWO_WT28,44790 WIRT___ 46611 WHITOK7 73,LINE,OUT
DWO_WT28,44792 WIRT__8 44795 WIRT___ 81,LINE,OUT
DWO_WT28,46611 WHITOK7 46615 WHITOK_ 73,LINE,OUT
DWO_WT28,44792 WIRT__8 46615 WHITOK_ 81,LINE,OUT
DWRNCVN8,40012 CEDAR_8 40015 CEDARP_ 84,LINE,OUT
DWRNCVN8,40300 CHEV___ 40500 EAGLE__ 86,LINE,OUT
DWRNCVN8,40012 CEDAR_8 41700 WARVUE_ 84,LINE,OUT
DWSHNAV5,68080 KOPPRL2 68090 SAMSW 1,LINE,OUT
DWSHNAV5,68020 ROMNEY1 68030 KOPPRL1 1,LINE,OUT
DWSHNAV5,68060 ROMNEY2 68070 KOPPRL2 1,LINE,OUT
DWSHNAV5,68000 WSHACK 68010 ROMNEY1 1,LINE,OUT
DWSHNAV5,68000 WSHACK 68050 ROMNEY2 1,LINE,OUT
DWSHNAV5,68040 KOPPRL1 68091 NAVARRO 1,LINE,OUT
DWTRDES5,2427 WATMLL_W 2431 DESSW1_5 1,LINE,OUT
DWTRDES5,2420 CHILSW1_ 2428 WATMLL_E 1,LINE,OUT
DWTRSMP8,2986 SMPST2T_ 3067 WITTRD1_ 1,LINE,OUT
DWTRSMP8,2493 CCRST_W8 2495 CCRST_1T 1,LINE,OUT
DWTRSMP8,2430 WATMLL_W 3067 WITTRD1_ 1,LINE,OUT
DWTRSMP8,2989 SCLFPMP1 2990 CMPWSD2_ 1,LINE,OUT
DWTRSMP8,2988 SMPST1_8 3068 WITTRD2_ 1,LINE,OUT
DWTRSMP8,2988 SMPST1_8 2989 SCLFPMP1 1,LINE,OUT
DWTRSMP8,2494 CCRST_E8 2495 CCRST_1T 1,LINE,OUT
DWTRSMP8,2985 BUNTIN2_ 2986 SMPST2T_ 1,LINE,OUT
DWTRSMP8,2495 CCRST_1T 2985 BUNTIN2_ 1,LINE,OUT
DWTRSMP8,2430 WATMLL_W 3068 WITTRD2_ 1,LINE,OUT
DWTRTRC5,2427 WATMLL_W 3123 TRINDAD1 1,LINE,OUT
DWTRTRC5,2428 WATMLL_E 2432 TRICRN1_ 1,LINE,OUT
DWTRWLV5,2428 WATMLL_E 2997 WATMLL_2 1,LINE,OUT
DWTRWLV5,2427 WATMLL_W 2997 WATMLL_2 1,LINE,OUT
DWTRWLV5,2427 WATMLL_W 2946 SARGT1_5 1,LINE,OUT
DWTRWLV5,2398 WLEVEE1_ 2997 WATMLL_2 1,LINE,OUT
DWYLBEN8,833 WYLIESW 904230 FIREWH 1,LINE,OUT
DWYLBEN8,968 BENDAVIS_ 906101 ELMGRO 1,LINE,OUT
DZENADK8,45801 GERTIE0 45812 FRYRD_0 09,LINE,OUT
DZENADK8,46302 SATSUM_ 46312 TANNER_ 76,LINE,OUT
DZENADK8,45802 GERTIE_ 46302 SATSUM_ 76,LINE,OUT
DZENADK8,45802 GERTIE_ 45811 FRYRD_7 76,LINE,OUT
DZENADK8,45711 CYFAIR_ 45952 KLUGE__ 09,LINE,OUT
DZENADK8,45952 KLUGE__ 45953 KLUGE__ 81,LINE,OUT
DZENADK8,44910 ZENITH_ 45811 FRYRD_7 76,LINE,OUT
DZENADK8,45711 CYFAIR_ 45801 GERTIE0 09,LINE,OUT
DZENADK8,44910 ZENITH_ 45812 FRYRD_0 09,LINE,OUT
DZENADK8,45610 ADICKS_ 46312 TANNER_ 76,LINE,OUT
DZEN_OB5,44500 OBRIEN_ 44505 OBRIEN_ NC,LINE,OUT
DZEN_OB5,44500 OBRIEN_ 44900 ZENITH_ 71,LINE,OUT
DZEN_OB5,44500 OBRIEN_ 44900 ZENITH_ 99,LINE,OUT
DZORHAY5,7042 L_ZORN__ 7043 L_HAYSEN 1,LINE,OUT
DZORHAY5,7042 L_ZORN__ 7043 L_HAYSEN 2,LINE,OUT
DZORMCC8,7180 L_ZORN__ 7187 L_BEBACK 1,LINE,OUT
DZORMCC8,7180 L_ZORN__ 7182 L_MCCALA 2,LINE,OUT
DZORMCC8,7182 L_MCCALA 7187 L_BEBACK 1,LINE,OUT
DZORSEG8,7222 L_POOLRO 7224 L_LULING 1,LINE,OUT
DZORSEG8,7180 L_ZORN__ 7227 L_YORKCR 1,LINE,OUT
DZORSEG8,7227 L_YORKCR 7228 L_SEGUIN 1,LINE,OUT
DZORSEG8,7180 L_ZORN__ 7222 L_POOLRO 1,LINE,OUT
D_BW_BW8,42170 BAYWAY_ 42790 HIMONT_ 94,LINE,OUT
D_BW_BW8,42170 BAYWAY_ 42260 CELNEC_ 94,LINE,OUT
D_JN_BI5,47000 BELAIR_ 47300 JENETA_ 64,LINE,OUT
D_JN_BI5,46600 WHITOK_ 47300 JENETA_ 72,LINE,OUT
D_WOADK8,45610 ADICKS_ 45682 CAMBEL_ 21,LINE,OUT
D_WOADK8,46352 TODD__0 46612 WHITOK0 09,LINE,OUT
D_WOADK8,45620 ADICKS_ 45681 CAMBEL0 09,LINE,OUT
D_WOADK8,46610 WHITOK_ 46612 WHITOK0 09,LINE,OUT
D_WOADK8,46351 TODD___ 46610 WHITOK_ 21,LINE,OUT
D_WOADK8,45610 ADICKS_ 45620 ADICKS_ 09,LINE,OUT
D_WOADK8,45682 CAMBEL_ 46351 TODD___ 21,LINE,OUT
D_WOADK8,45681 CAMBEL0 46352 TODD__0 09,LINE,OUT
SLKCENL8,6834 ENLOE_SW 6835 LAKE_CRE 1,LINE,OUT
SLKHCN28,2919 GARLDPL1 12450 CNVLSW_ 1,LINE,OUT
SLKHCN28,2456 KRKPK_E8 2459 KRKPK_2T 1,LINE,OUT
SLKHCN28,2457 KRKPK_W8 2459 KRKPK_2T 1,LINE,OUT
SLKHCN28,2923 LKHLS1T_ 2925 LKHLS1_8 1,LINE,OUT
SLKHCN28,2921 PLRD1_8 2923 LKHLS1T_ 1,LINE,OUT
SLKHCN28,2919 GARLDPL1 2921 PLRD1_8 1,LINE,OUT
SLKHCN28,2459 KRKPK_2T 2927 FAIROK1_ 1,LINE,OUT
SLKHCN28,2923 LKHLS1T_ 2927 FAIROK1_ 1,LINE,OUT
SLKHCNR8,2930 FORSTV2_ 2931 JUDD2_8 1,LINE,OUT
SLKHCNR8,2922 PLRD2_8 2924 LKHLS2T_ 1,LINE,OUT
SLKHCNR8,2920 GARLDPL2 2922 PLRD2_8 1,LINE,OUT
SLKHCNR8,2920 GARLDPL2 900957 CNVLSW 1,LINE,OUT
SLKHCNR8,2458 KRKPK_1T 2928 FAIROK2_ 1,LINE,OUT
SLKHCNR8,2924 LKHLS2T_ 2929 FORSTV2T 1,LINE,OUT
SLKHCNR8,2457 KRKPK_W8 2458 KRKPK_1T 1,LINE,OUT
SLKHCNR8,2929 FORSTV2T 2930 FORSTV2_ 1,LINE,OUT
SLKHCNR8,2928 FAIROK2_ 2929 FORSTV2T 1,LINE,OUT
SLKHCNR8,2924 LKHLS2T_ 2926 LKHLS2_8 1,LINE,OUT
SLKHCNR8,2456 KRKPK_E8 2458 KRKPK_1T 1,LINE,OUT
SLKJLHS8,2944 STAUG1_8 2945 LKJN1_8 1,LINE,OUT
SLKJLHS8,2939 STAUG1T_ 2944 STAUG1_8 1,LINE,OUT
SLKJLHS8,2441 PRCKSW1_ 2939 STAUG1T_ 1,LINE,OUT
SLKJLHS8,2401 LKHB_W8 2939 STAUG1T_ 1,LINE,OUT
SLKJSAR8,2954 MURDCK1T 2955 MURDCK1_ 1,LINE,OUT
SLKJSAR8,2952 PLGRV2T_ 2953 PLGRV2_8 1,LINE,OUT
SLKJSAR8,2952 PLGRV2T_ 2954 MURDCK1T 1,LINE,OUT
SLKJSAR8,2951 STAUG2T_ 12954 MURDK30 1,LINE,OUT
SLKJSAR8,2941 SARGT_4T 2951 STAUG2T_ 1,LINE,OUT
SLKJSAR8,2494 CCRST_E8 2951 STAUG2T_ 1,LINE,OUT
SLKJSAR8,2954 MURDCK1T 2956 STAUG2_8 1,LINE,OUT
SLKJSAR8,2956 STAUG2_8 2957 LKJN2_8 1,LINE,OUT
SLKJSAR8,2952 PLGRV2T_ 12954 MURDK30 1,LINE,OUT
SLKJSAR8,2941 SARGT_4T 2948 SARGT_S8 1,LINE,OUT
SLKJSAR8,2940 SARGT_3T 2941 SARGT_4T 1,LINE,OUT
SLKMDE28,2784 LOMBRY1_ 2786 LKMT1T_8 1,LINE,OUT
SLKMDE28,2487 DENDR_E8 2786 LKMT1T_8 1,LINE,OUT
SLKMDE28,2786 LKMT1T_8 2788 LKMT1_8 1,LINE,OUT
SLKMDE28,2780 MRSNLN1_ 2784 LOMBRY1_ 1,LINE,OUT
SLKMDE28,2780 MRSNLN1_ 2783 MRSN_W8 1,LINE,OUT
SLKMDE28,2780 MRSNLN1_ 2782 MRSN_E8 1,LINE,OUT
SLKMDEN8,2785 LOMBRY2_ 2787 LKMT2T_8 1,LINE,OUT
SLKMDEN8,2782 MRSN_E8 2795 MRSN_2T8 1,LINE,OUT
SLKMDEN8,2781 MRSNLN2_ 2785 LOMBRY2_ 1,LINE,OUT
SLKMDEN8,2787 LKMT2T_8 2789 LKMT2_8 1,LINE,OUT
SLKMDEN8,2783 MRSN_W8 2795 MRSN_2T8 1,LINE,OUT
SLKMDEN8,2488 DENDR_W8 2787 LKMT2T_8 1,LINE,OUT
SLKPCRL8,2362 CRLTN_NW 37010 TNLAKEP 1,LINE,OUT
SLKTCGR9,1370 SANTAFE_ 1372 SANTAFE_ 1,LINE,OUT
SLKTCGR9,1368 SCURRY_9 1369 LKTHOMAS 1,LINE,OUT
SLKTCGR9,1367 IRA_9 1368 SCURRY_9 1,LINE,OUT
SLKTCGR9,1368 SCURRY_9 1372 SANTAFE_ 1,LINE,OUT
SLKTCGR9,1319 CHINAGRV 1367 IRA_9 1,LINE,OUT
SLKTCGR9,1306 SNYDER_9 1372 SANTAFE_ 1,LINE,OUT
SLKVTCK8,6935 LKVEW_RC 6937 TCKER_RC 1,LINE,OUT
SLKWBOM8,1424 BOWMAN_B 1446 LKWICHIT 1,LINE,OUT
SLKWBOS8,252 BOSQUESW8 37410 TNLKWHI 1,LINE,OUT
SLKWWFS8,1446 LKWICHIT 1464 WFALLS_S 1,LINE,OUT
SLKWWHT8,3546 WHITNEY_ 37410 TNLKWHI 1,LINE,OUT
SLMELME8,1163 LAMESA_8 132883 LMESAS 1,LINE,OUT
SLMRREN8,1771 LAMARBM1 138 1772 LAMARBM1 69 1,XFMR,OUT
SLMRREN8,1773 PARIS_E_ 1774 PARIS_N_ 1,LINE,OUT
SLMRREN8,1770 LAMAR_T8 1786 RENO_T8 1,LINE,OUT
SLMRREN8,1770 LAMAR_T8 1773 PARIS_E_ 1,LINE,OUT
SLMRREN8,1768 DEPORT_P 1769 PARIS_E_ 1,LINE,OUT
SLMRREN8,1694 TENASKA_ 1774 PARIS_N_ 1,LINE,OUT
SLMRREN8,1786 RENO_T8 6824 RENOS_RC 1,LINE,OUT
SLMRREN8,1769 PARIS_E_ 1770 LAMAR_T8 1,LINE,OUT
SLMRREN8,1687 BLOOSOM_ 1786 RENO_T8 1,LINE,OUT
SLMRREN8,1769 PARIS_E_ 902135 PARIS_ 1,LINE,OUT
SLMRREN8,1768 DEPORT_P 1780 RIVERCST 1,LINE,OUT
SLMRREN8,1687 BLOOSOM_ 37400 TNBLOSS 1,LINE,OUT
SLMRREN8,1687 BLOOSOM_ 1771 LAMARBM1 1,LINE,OUT
SLMWE3B8,42860 LAMARQ_ 43507 WEBSTR_ 63,LINE,OUT
SLMWE3B8,43505 WEBSTR_ 43507 WEBSTR_ 63,LINE,OUT
SLNCLNC8,150313 LNCRK2 150314 LNCRK2 1,LINE,OUT
SLO2GRL8,828 LOOKOUT 12683 BBBB 2,LINE,OUT
SLOBSA25,5901 MIGUEL5 80219 LOBO7A 1,LINE,OUT
SLOCDAL9,7206 L_DALE__ 7215 L_LOCKHA 1,LINE,OUT
SLOCHIC9,910 HICKORY69 914 LOCUST69 1,LINE,OUT
SLOCMEN8,7216 L_LOCKHA 7325 L_MENDOZ 1,LINE,OUT
SLOCSPN9,904 POLESPL26 914 LOCUST69 1,LINE,OUT
SLOLBLE8,8121 BLESSING 8125 LOLITA4A 1,LINE,OUT
SLOLFOR8,8125 LOLITA4A 8126 FORMOSA4 1,LINE,OUT
SLOLVIC8,8125 LOLITA4A 8172 VICTORIA 1,LINE,OUT
SLOMEL28,2820 REAGAN2_ 903435 ELEVEE 1,LINE,OUT
SLOMEL28,2820 REAGAN2_ 2828 LMOALT2_ 1,LINE,OUT
SLOMGA28,2829 LMOALT1_ 2883 GRNVL_E8 1,LINE,OUT
SLOMLAM8,7078 L_SANSAB 7080 L_LOMETA 1,LINE,OUT
SLOMLAM8,7064 L_LAMPAS 7080 L_LOMETA 1,LINE,OUT
SLONCCR5,1414 CHAMPNCR 181153 LONEWO 1,LINE,OUT
SLONCLI8,37251 TNLONGN 37260 TNCLIMA 1,LINE,OUT
SLONEL_9,78105 L_EAGLL 78543 L_LAKEP 1,LINE,OUT
SLONEL_9,8100 EL_CAMPO 78538 L_GARWO 1,LINE,OUT
SLONEL_9,78539 L_GALOT 78542 L_MATTH 1,LINE,OUT
SLONEL_9,8541 LONE_STR 78539 L_GALOT 1,LINE,OUT
SLONEL_9,78542 L_MATTH 78543 L_LAKEP 1,LINE,OUT
SLONEL_9,78538 L_GARWO 78539 L_GALOT 1,LINE,OUT
SLONESK9,1340 ESKOTA_9 6661 LONGWRTH 1,LINE,OUT
SLONESK9,6195 ROBY2A 6661 LONGWRTH 1,LINE,OUT
SLONMEV8,76582 L_MEVIS 76583 L_LONGL 1,LINE,OUT
SLONPLC9,5590 PLACEDOS 5600 LONETREE 1,LINE,OUT
SLONWI39,38151 TNMIVID 38180 TNLONES 1,LINE,OUT
SLONWI39,37920 TNWINK_ 38230 TNAAPIP 1,LINE,OUT
SLONWI39,38180 TNLONES 38230 TNAAPIP 1,LINE,OUT
SLONWI39,38230 TNAAPIP 38231 TNAAPIP 1,LINE,OUT
SLONWI39,38231 TNAAPIP 38232 TNAAPIP 1,LINE,OUT
SLONWI39,38180 TNLONES 38200 TNLONES 1,LINE,OUT
SLOOGRL8,828 LOOKOUT 901027 BBBB 1,LINE,OUT
SLOPCOM8,7176 L_COMAL_ 7456 L_LOP337 1,LINE,OUT
SLOPFAL8,8957 LOPENO4A 80106 FALCONS 1,LINE,OUT
SLOPGP38,7456 L_LOP337 7459 L_GPISWI 1,LINE,OUT
SLORCLC9,1380 ROSCOE_9 11380 PLOWBOY 1,LINE,OUT
SLORCLC9,1379 LORAINE_ 1380 ROSCOE_9 1,LINE,OUT
SLORCLC9,1378 COLOCITY 1379 LORAINE_ 1,LINE,OUT
SLORCLC9,1381 SWEETWTR 11380 PLOWBOY 1,LINE,OUT
SLOSAU25,7040 L_AUSTRO 9044 DUNLAP5 1,LINE,OUT
SLOSAUS5,7040 L_AUSTRO 9041 LOSTPN34 2,LINE,OUT
SLOSFM28,78188 L_LOSTC 78191 L_FM237 1,LINE,OUT
SLOSGUA8,7253 L_GUADAL 78188 L_LOSTC 1,LINE,OUT
SLOSLO25,9041 LOSTPN34 170174 LOSTPI 2,LINE,OUT
SLOSLOS5,9041 LOSTPN34 170174 LOSTPI 1,LINE,OUT
SLOTGRS9,3671 LOTT_TSE 13639 MARLIN_ 1,LINE,OUT
SLOTGRS9,3637 OTTO_SE1 13639 MARLIN_ 1,LINE,OUT
SLOTGRS9,3588 GROESBEC 3637 OTTO_SE1 1,LINE,OUT
SLOTGRS9,3671 LOTT_TSE 13524 LOTT_FA 1,LINE,OUT
SLOTGRS9,3642 LOTT_SE1 3671 LOTT_TSE 1,LINE,OUT
SLOTGRS9,3641 MARLIN_S 3671 LOTT_TSE 1,LINE,OUT
SCOLBAL9,6346 COLJ2A 6353 SANA2A 1,LINE,OUT
SCOLBAL9,6342 NOVC2A 6343 TALPATL2 1,LINE,OUT
SCOLBAL9,6337 HUMBLEBA 6341 BALEXTP2 1,LINE,OUT
SCOLBAL9,6329 GOULDBSK 6345 GLDBSKR2 1,LINE,OUT
SCOLBAL9,6345 GLDBSKR2 6346 COLJ2A 1,LINE,OUT
SCOLBAL9,6343 TALPATL2 6344 VALE2A 1,LINE,OUT
SCOLBAL9,6342 NOVC2A 6349 NOVICE2A 1,LINE,OUT
SCOLBAL9,6344 VALE2A 6345 GLDBSKR2 1,LINE,OUT
SCOLBAL9,6341 BALEXTP2 6342 NOVC2A 1,LINE,OUT
SCOLBAL9,6338 BALLINGE 6341 BALEXTP2 1,LINE,OUT
SCOLBRB8,1189 BARBER_L 1190 BARBER_L 1,LINE,OUT
SCOLBRB8,1189 BARBER_L 79605 SALTMIN 1,LINE,OUT
SCOLELC9,5536 NADASUB9 5538 ELCAMPOS 1,LINE,OUT
SCOLFAI8,805 FAIRDALE 829 COLLEGE8 1,LINE,OUT
SCOLKEN8,8162 COLETO4A 88153 ROSATAT 1,LINE,OUT
SCOLKEN8,7241 L_DANFOR 88153 ROSATAT 1,LINE,OUT
SCOLKEN8,8186 KENEDYSW 88153 ROSATAT 1,LINE,OUT
SCOLLON5,8164 COLETO7A 8455 LONHILL7 1,LINE,OUT
SCOLMEN8,7208 L_COLTON 7325 L_MENDOZ 1,LINE,OUT
SCOLMEN8,7208 L_COLTON 7209 L_ELROY_ 1,LINE,OUT
SCOLNAD8,7636 L_COLORA 78103 L_NADA8 1,LINE,OUT
SCOLNVA9,3606 MEXIA2_T 13613 COOLIDG 1,LINE,OUT
SCOLNVA9,3479 NAVARRO1 3486 RICHLAND 1,LINE,OUT
SCOLNVA9,3605 WORTHAM1 3606 MEXIA2_T 1,LINE,OUT
SCOLNVA9,3487 WRTHMPOD 3488 WTXGFPOD 1,LINE,OUT
SCOLNVA9,3486 RICHLAND 3487 WRTHMPOD 1,LINE,OUT
SCOLNVA9,3613 COOLG_SE 13613 COOLIDG 1,LINE,OUT
SCOLNVA9,3488 WTXGFPOD 3604 WESTTXGF 1,LINE,OUT
SCOLNVA9,3606 MEXIA2_T 3614 MEXIA_NO 1,LINE,OUT
SCOLNVA9,3487 WRTHMPOD 3605 WORTHAM1 1,LINE,OUT
SCOLPAW5,5725 PAWNEESW 8164 COLETO7A 1,LINE,OUT
SCOMAMO8,38560 TNCOMAN 38620 TNAMOCO 1,LINE,OUT
SCOMBAR8,9158 BARTON 9183 COMMONFD 1,LINE,OUT
SCOMENP8,1816 COMM_SW_ 17011 LKCRK_P 3,LINE,OUT
SCOMENP8,1801 PAR_PUMP 6827 HSTN_RC 1,LINE,OUT
SCOMENP8,1801 PAR_PUMP 17011 LKCRK_P 1,LINE,OUT
SCOMENP8,6834 ENLOE_SW 17011 LKCRK_P 1,LINE,OUT
SCOMENP8,902135 PARIS_ 902464 PAR_PU 1,LINE,OUT
SCOMHA38,8683 COMSTOCK 60389 CORRAL4 1,LINE,OUT
SCOMHA38,8680 ROUGHCAN 8683 COMSTOCK 1,LINE,OUT
SCOMHA38,60388 PLAINSP 60389 CORRAL4 1,LINE,OUT
SCOMHA38,8255 HAMILTON 8680 ROUGHCAN 1,LINE,OUT
SCOMHA38,6564 ILLN4A 60389 CORRAL4 1,LINE,OUT
SCOMHID8,9183 COMMONFD 9207 HIDDENVL 1,LINE,OUT
SCOMI208,6821 I20_RC 6904 COMBINRC 1,LINE,OUT
SCOMKEN8,7152 L_KENDAL 7155 L_COMFOR 1,LINE,OUT
SCOMPRP8,1802 DELTA1_8 11806 ENLOE_T 4,LINE,OUT
SCOMPRP8,6846 COPEN_RC 11806 ENLOE_T 2,LINE,OUT
SCOMPRP8,1816 COMM_SW_ 1820 COMMERCE 1,LINE,OUT
SCOMPRP8,1802 DELTA1_8 1817 COMM_T8 2,LINE,OUT
SCOMPRP8,1693 PARIS_SW 11806 ENLOE_T 2,LINE,OUT
SCONASP9,6186 SHHA2A 6187 CONA2A 1,LINE,OUT
SCONASP9,6184 HAMTXTP2 6186 SHHA2A 1,LINE,OUT
SCONASP9,6156 ASPM2A 6187 CONA2A 1,LINE,OUT
SCONASP9,6184 HAMTXTP2 6185 HAMLIN2A 1,LINE,OUT
SCONASP9,6182 HAMTXCO2 6184 HAMTXTP2 1,LINE,OUT
SCONCRI9,6450 CONCHO2A 6527 SANW2A 1,LINE,OUT
SCONCRI9,6527 SANW2A 907156 CRIS2A 1,LINE,OUT
SCONGDV8,432 CONLEY 436 GRANDVIEW 1,LINE,OUT
